Cena;Data dodania;Lokalizacja;Na sprzedaż przez;Rodzaj nieruchomości;Liczba pokoi;Liczba łazienek;Wielkość (m2);Parking
2580000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;300;
390000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;38;
1390000;22/04/2020;Rembertów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;360;
544000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;64;
860000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;82;
899000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;320;
920000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;93;
2990000;22/04/2020;Bemowo, Warszawa;Agencja;Dom;5 pokoi;3 łazienki;339;
1785000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;198;
840000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;4 pokoje;;85;
899000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;4 pokoje;;126;
750000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;51;
1128800;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;4 pokoje;;100;
2950000;22/04/2020;Ochota, Warszawa;Agencja;Dom;6 lub więcej pokoi;4 lub więcej łazienek;290;
555000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;36;
1850000;22/04/2020;Włochy, Warszawa;Agencja;Dom;6 lub więcej pokoi;;399;
550000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;57;
699000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;44;
1500000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;100;
1750000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;6 lub więcej pokoi;;85;
790000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;340;
1617000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;77;
3500000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;5 pokoi;;150;
3690000;22/04/2020;Bielany, Warszawa;Agencja;Dom;6 lub więcej pokoi;;445;
1799000;22/04/2020;Bemowo, Warszawa;Agencja;Dom;6 lub więcej pokoi;;279;
1080000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;70;
1970000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;195;
990000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;4 pokoje;;136;
1750000;22/04/2020;Bemowo, Warszawa;Agencja;Dom;6 lub więcej pokoi;;386;
720000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;52;
1200000;10/08/2018;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;2 łazienki;89;Garaż
499000;22/04/2020;Praga Północ, Warszawa;Agencja;Mieszkanie;5 pokoi;;51;
678600;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;53;
2500000;22/04/2020;Włochy, Warszawa;Agencja;Dom;5 pokoi;;320;
1370000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;5 pokoi;;125;
686750;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;48;
1150000;22/04/2020;Bielany, Warszawa;Agencja;Dom;6 lub więcej pokoi;;269;
610000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;64;
2250000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;342;
4300000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;5 pokoi;;236;
1250000;22/04/2020;Bemowo, Warszawa;Agencja;Dom;5 pokoi;;120;
635000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;49;
1400000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;180;
1900000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;4 pokoje;;140;
1420000;22/04/2020;Ursynów, Warszawa;Agencja;Mieszkanie;4 pokoje;;122;
482900;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;61;
4600000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;497;
2800000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;6 lub więcej pokoi;;254;
3490000;22/04/2020;Żoliborz, Warszawa;Agencja;Dom;6 lub więcej pokoi;2 łazienki;250;
1111111;22/04/2020;Białołęka, Warszawa;Agencja;Dom;5 pokoi;;189;
1550000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;210;
2700000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;741;
1650000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;116;
300000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;Kawalerka lub garsoniera;1 łazienka;21;
1950000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;192;
690000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;54;
1250000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;160;
990000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;78;
2950000;22/04/2020;Ochota, Warszawa;Agencja;Dom;6 lub więcej pokoi;4 lub więcej łazienek;290;
899000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;77;
4136000;22/04/2020;Praga Południe, Warszawa;Agencja;Mieszkanie;5 pokoi;;176;
665000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;50;
925000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;
2650000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;5 pokoi;;172;
840000;22/04/2020;Praga Południe, Warszawa;Agencja;Mieszkanie;4 pokoje;;92;
1470000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;3 pokoje;;70;
1800000;22/04/2020;Praga Północ, Warszawa;Agencja;Mieszkanie;4 pokoje;;93;
790000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;54;
975000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;4 pokoje;;82;
1960000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;6 lub więcej pokoi;3 łazienki;220;
895000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;51;
1788500;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;73;
1280000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;4 pokoje;;83;
670000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;51;
550000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;66;
1100000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;310;
1290000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;4 pokoje;;127;
750000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;50;
500000;22/04/2020;Praga Północ, Warszawa;Agencja;Mieszkanie;3 pokoje;;61;
2300000;22/04/2020;Bemowo, Warszawa;Agencja;Dom;3 pokoje;;120;
490000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;48;
699000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;65;
690000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;63;
533000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;2 pokoje;;58;
2760000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;267;
409000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;37;
1349000;22/04/2020;Praga Południe, Warszawa;Agencja;Dom;6 lub więcej pokoi;;290;
995000;22/04/2020;Żoliborz, Warszawa;Agencja;Mieszkanie;3 pokoje;;82;
1250000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;230;
790000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;4 pokoje;;96;
1200000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;56;
580000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;128;
420000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;53;
1400000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;180;
890000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;58;
1100000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;4 pokoje;;245;
749000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;185;
1550000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;4 pokoje;;119;
1055000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;;298;
920000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;4 pokoje;;94;
519000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;3 pokoje;;48;
840000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;169;
1400000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;
1270000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;220;
420000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;53;
2500000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;280;
844680;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;70;
970000;22/04/2020;Bielany, Warszawa;Agencja;Dom;5 pokoi;;185;
465000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;42;
469000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;2 pokoje;;36;
1510000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;4 pokoje;;120;
589000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;3 pokoje;;63;
1150000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;5 pokoi;;151;
440000;22/04/2020;Targówek, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;
588000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;54;
2990000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;3 łazienki;262;
650000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;39;
888000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;5 pokoi;;180;
928000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;3 pokoje;;62;
620000;22/04/2020;Ochota, Warszawa;Agencja;Mieszkanie;2 pokoje;;47;
540000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;2 pokoje;;40;
875000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;74;
699000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;74;
620000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;66;
949000;22/04/2020;Wawer, Warszawa;Agencja;Dom;4 pokoje;;160;
780000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;
550000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;57;
